operator,binding_energy,repressor,inducer_uM,lambda_m0p1,lambda_m0p2,lambda_m0p3,lambda_m0p4,lambda_m0p5,lambda_m0p6,m1p0,m1p1,m1p2,m1p3,m1p4,m1p5,m2p0,m2p1,m2p2,m2p3,m2p4,m3p0,m3p1,m3p2,m3p3,m4p0,m4p1,m4p2,m5p0,m5p1,m6p0
O1,-15.3,1.0,0.0,0.002034562528842124,-2.428110732482359e-07,-6.858072108120679e-13,-7.860124356420205e-19,-1.4212827931618708e-22,-1.4437330811665663e-28,8.237258385803424,38214.35835422891,195354962.6607193,1090500372203.9752,6586568720004303.0,4.266874827265072e+19,159.1254610680128,782736.122691489,4205850962.0095296,24466203572403.754,1.528089140689394e+17,4180.063428959777,21412399.960841093,118949382177.18588,710866848329839.6,134473.30188619855,708593393.5335263,4028080833279.8667,5029999.721878888,27050440957.90375,212180609.79045
O1,-15.3,1.0,0.1,0.0020324521235506685,-2.419517487216276e-07,-6.824408808518374e-13,-7.541507730102245e-19,-1.4145939810655528e-22,-1.4448933374282238e-28,8.257705164543951,38399.03799071377,196734479.84715182,1100511769739.1367,6660336198764870.0,4.322888997938608e+19,159.65639476700986,787158.3296393744,4238849610.489325,24709307397701.73,1.5463197610314944e+17,4196.077465001778,21543294.06410643,119934623719.99956,718224923932268.6,135032.56177857352,713138471.8259243,4062567872831.7515,5052106.709261737,27229704091.649254,213151206.64571735
O1,-15.3,1.0,5.0,0.0018305888245441217,-1.5469428231813995e-07,-3.714344398963368e-13,2.1932669661734187e-18,-7.712437242868172e-23,-1.5344920222211317e-28,11.588441270000631,74068.39333735728,511904713.49239004,3798441670999.6987,3.003630877791119e+16,2.5126390641725053e+20,249.38457256518703,1680521.601410761,12148288167.504148,93541352366951.31,7.620607842731649e+17,6961.4874869003515,48638403.47887179,362171798388.0465,2856083252145428.0,233038.44072160524,1668856702.5027971,12678099021174.775,8968201.154215004,65343675793.19089,386520523.0536029
O1,-15.3,1.0,10.0,0.0018255391136027695,-1.22862935963762e-07,-2.337711959517366e-13,3.6772913898260574e-18,-5.533495835369546e-23,-1.9874605507845455e-28,14.592534711711814,115486.79103709015,973641183.4749004,8698332289112.02,8.18596243283283e+16,8.066275681973798e+20,334.19569427575266,2777391.9523552177,24409532066.47156,225647388526277.47,2.182455248941009e+18,9646.681109597037,82888024.06351829,748641603102.5627,7074213923388736.0,329940.3234548968,2899357059.2892857,26668398728471.625,12891588.220639972,115048435699.14133,561976092.2711186
O1,-15.3,1.0,25.0,0.0019535383454356986,-1.1146080525877033e-07,-1.7683405560958215e-13,4.380957086368415e-18,-4.754672724163688e-23,-2.530877864978346e-28,17.257406296209822,159256.64752823705,1546572354.1569428,15748563719137.695,1.673923457663003e+17,1.8480642666793518e+21,411.3486908256143,3974858.4567394205,40143853062.382,422143556063534.5,4.603647676674464e+18,12124.868221801973,120901031.83675666,1252889717357.497,1.3450351984854578e+16,420240.98355973297,4279216907.850142,45107087166404.54,16573516.62694605,171185188712.15125,727522460.4895666
O1,-15.3,1.0,50.0,0.002013238114851114,-1.1063168627699229e-07,-1.586422039545499e-13,4.598227231951082e-18,-4.5959857175106517e-23,-2.71461483826043e-28,17.954673890832684,171767.13431889113,1723919023.4247687,18094860205685.67,1.978061643158156e+17,2.2416165436360942e+21,431.7563801792146,4322170.699579748,45088558273.07058,488514968019853.6,5.477001577475578e+18,12784.450271916015,132007133.68759912,1412524173672.0876,1.5619370807313076e+16,444375.0841488858,4684194600.151577,50970236864481.62,17560541.025297407,187712324286.7172,772003611.6920007
O1,-15.3,1.0,75.0,0.0020295048554741586,-1.1056094660542353e-07,-1.5421097606795996e-13,4.652570006904689e-18,-4.561327448131888e-23,-2.7605999639685633e-28,18.12165240467679,174826.9229217161,1768137579.0602453,18690314349245.24,2.0565189999628672e+17,2.3446913323571827e+21,436.6550153630046,4407399.660252099,46325789968.46434,505418181082961.5,5.70307098841906e+18,12942.989046318471,134737045.81507468,1452534812149.1643,1.6172688616197688e+16,450181.27142845327,4783841432.299641,52441271259194.65,17798156.135411177,191781779833.59625,782717357.6593237
O1,-15.3,1.0,100.0,0.0020362851369418356,-1.1054156573117803e-07,-1.5240741899781024e-13,4.67571388837991e-18,-4.547786094011572e-23,-2.7799234366334397e-28,18.18974014873823,176082.0294404944,1786371534.7737234,18937038355742.8,2.0891718327714426e+17,2.3877663607312923e+21,438.65396185886436,4442392.044140728,46836458912.803314,512428556595037.4,5.797244494114189e+18,13007.708452925282,135858369.8446967,1469056801349.7273,1.6402272018902282e+16,452552.1200394701,4824783234.018348,53048886457651.92,17895200.1358453,193454113138.65396,787093568.0930865
O1,-15.3,1.0,250.0,0.002046043003989643,-1.1053516174457652e-07,-1.498958154682596e-13,4.708588065463433e-18,-4.530070459857041e-23,-2.8069879156040406e-28,18.28421875875057,177829.77707589272,1811850152.7535105,19282901816853.08,2.135082795759307e+17,2.4485009926424064e+21,441.4285493548665,4491147.2765774615,47550472759.37361,522262081808093.94,5.929738094991084e+18,13097.558313235138,137421169.55886084,1492164722933.4543,1.6724407600662748e+16,455844.019034401,4881854347.146146,53898861166446.94,18029958.48424642,195785559304.41516,793170990.8870165
O1,-15.3,1.0,500.0,0.002048492181723392,-1.1053753914594812e-07,-1.4928286222500585e-13,4.716765332457475e-18,-4.5257628384112844e-23,-2.813822048894523e-28,18.307261490921345,178257.24130709624,1818097152.2228372,19367897867722.38,2.146389611297394e+17,2.463488454733108e+21,442.10540167020935,4503076.579154165,47725616605.21817,524679762126956.56,5.9623827346084e+18,13119.479892015786,137803627.11423272,1497834188101.3718,1.680362509214477e+16,456647.25409990345,4895822845.823078,54107426918291.07,18062842.40629997,196356243283.3177,794654098.2217803
O1,-15.3,1.0,1000.0,0.0020495442153810966,-1.1053867112303453e-07,-1.4901940848184597e-13,4.7202737726103986e-18,-4.52391583969999e-23,-2.816758590726564e-28,18.317138310658805,178440.70874241754,1820780497.798641,19404431572685.367,2.151252536934372e+17,2.4699379888402764e+21,442.39557852933484,4508197.1686328715,47800856778.98325,525719073834307.1,5.976424489020917e+18,13128.878887284758,137967803.35265884,1500269870561.6868,1.683768100193478e+16,456991.6648860757,4901819244.896135,54197032632505.97,18076942.891741134,196601231980.7585,795290065.490835
O1,-15.3,1.0,5000.0,0.002050251650091846,-1.1053691025332082e-07,-1.4884039009038735e-13,4.723380533760711e-18,-4.522645595979681e-23,-2.8190563838313513e-28,18.324228819987464,178572.4623279379,1822708919.4567013,19430703398453.96,2.1547513341751152e+17,2.474580368184608e+21,442.6039791543754,4511875.588314509,47854940153.07061,526466566761891.6,5.98652852174675e+18,13135.63021936137,138085758.2826208,1502020832619.9692,1.6862176389408984e+16,457239.07994463213,4906127825.260096,54261452029048.71,18087072.93106948,196777273282.0885,795746976.8313867
O1,-15.3,2.0,0.0,0.002520032549558707,-4.6886336772182286e-07,-1.778148071656582e-12,-1.1746077135658914e-17,-3.396545334314662e-22,-6.652269244698864e-29,5.310110740526519,16247.429863186853,55924163.54282482,214143073405.27853,902359588617950.0,4.141677932989703e+18,86.97227986737423,283894.10759048513,1032670989.4572108,4140518400885.7095,1.8118569059660404e+16,2068.3689702812367,7069503.79365472,26710382823.52397,110464852606407.52,62211.56415042427,219798755.6089516,853323935050.9164,2215674.0938854995,8024431828.173282,90018337.27156651
O1,-15.3,2.0,0.1,0.0025157108046328356,-4.665429000835866e-07,-1.7653361012179483e-12,-1.1612503440515661e-17,-3.3746272424835616e-22,-6.770860437606966e-29,5.327123448861005,16349.131101743698,56437572.75604269,216708698586.38165,915599171414112.8,4.2131785707618135e+18,87.3641861687945,286031.1375178559,1043429486.725374,4195138265860.122,1.8405906003673544e+16,2079.37881742411,7128245.42465159,27008728900.080315,112002223205743.6,62577.77437612772,221741563.69655323,863282974263.0201,2229638.6751467586,8098443013.082175,90614632.14247029
O1,-15.3,2.0,5.0,0.002011912502822425,-2.3352204729351042e-07,-6.495157131336744e-13,-4.427121788512906e-19,-1.3491445851793993e-22,-1.4559812060294743e-28,8.466928676811884,40312.59610556612,211202257.22853148,1206727607637.6758,7451661552477597.0,4.930148975480087e+19,165.10524442747788,833140.1453821949,4586180854.022366,27297870722000.37,1.7425864705418816e+17,4360.714625236665,22906940.73891308,130325056787.77225,796723704740836.8,140789.1203378367,760547713.42812,4426715968463.638,5279859.320039271,29101221552.24443,223157412.33664557
O1,-15.3,2.0,10.0,0.001818806914130486,-1.4702481121008425e-07,-3.4698269748591316e-13,2.4559399827613106e-18,-7.192445676620386e-23,-1.560949767788497e-28,12.109863732830734,80640.11990446334,579081932.4697789,4454022873559.195,3.643065268464335e+16,3.146283671003843e+20,263.89559098347803,1851317.7476841672,13896471944.49394,110853650484009.4,9.336904585107424e+17,7417.1290413332,53919761.20555548,416714030194.1068,3403189074171489.0,249389.7591894096,1857438732.0535011,14640219764686.648,9627541.607797157,72928704763.98558,415914347.7427205
O1,-15.3,2.0,25.0,0.001891569384122087,-1.1414956162029891e-07,-1.9911057720619114e-13,4.123898502657226e-18,-5.0072208676685195e-23,-2.318700415029893e-28,16.283214939341907,142506.20257430096,1318199515.7842038,12833765776117.855,1.3084524575585315e+17,1.3895579885577846e+21,382.9776300064958,3513051.0366342966,33822768535.60497,340288103067554.0,3.561618248255943e+18,11210.51661793336,106184618.87573937,1049541035433.4678,1.0784575289690636e+16,386848.7598505569,3743738840.1392813,37654242747179.9,15209755.680224275,149364515967.5031,666128697.7031983
O1,-15.3,2.0,50.0,0.001978954871208571,-1.1099669454441061e-07,-1.6830467222272708e-13,4.4766106618907845e-18,-4.677484699975627e-23,-2.613838548750723e-28,17.570870288934106,164827.22198055187,1624845216.5384743,16775651023981.81,1.8060437348849414e+17,2.0178041181814396e+21,420.5132312301145,4129269.5275908727,42322655936.49413,451149743012962.9,4.982424193600709e+18,12420.88496759732,125834903.72146408,1323174323129.0469,1.4397532026895238e+16,431067.72586142435,4459042551.339963,47687314012512.59,17016169.248138417,178521479552.32626,747466378.5489397
O1,-15.3,2.0,75.0,0.0020075494243570052,-1.106749652619625e-07,-1.6018106147611233e-13,4.5783614318747886e-18,-4.6084416984800593e-23,-2.6980467679515794e-28,17.893536284246927,170652.6970264285,1707893615.6023831,17880054738181.22,1.949880174148761e+17,2.2047408106610397e+21,429.96372943921546,4291154.906038685,44640577479.90735,482422848648883.5,5.39587174687854e+18,12726.451462380552,131014106.95028608,1398043375222.3704,1.542003520523608e+16,442251.4442222629,4647956773.535075,50437975415584.5,17473645.981411975,186232681956.2776,768086109.5831761
O1,-15.3,2.0,100.0,0.0020201416386631432,-1.1059300264723682e-07,-1.5677268314495255e-13,4.622343079324712e-18,-4.581324442907608e-23,-2.734558423117157e-28,18.026827246522647,173086.48853510869,1742946323.8500116,18350592411566.254,2.011696794822878e+17,2.2857315834098918e+21,433.87268826128184,4358907.681615254,45620738861.42338,495771701659959.4,5.573882682380725e+18,12852.933337061912,133183624.24048293,1429731127006.8652,1.5856873289930104e+16,446882.92696778843,4727133993.051062,51602799619321.31,17663166.48951682,189465785341.1687,776630625.0387106
O1,-15.3,2.0,250.0,0.0020387015169486063,-1.105386767637645e-07,-1.5178465957734474e-13,4.6838795743617785e-18,-4.543236850091874e-23,-2.786734772224708e-28,18.213328237916702,176517.70221475477,1792712910.6812735,19022996876966.887,2.100567072504016e+17,2.4028222548418804e+21,439.34654883324623,4454542.244270466,47014119196.14764,514871822061476.8,5.830120719551032e+18,13030.134103080125,136247779.08391374,1474805702501.1104,1.6482300001390748e+16,453373.6853632521,4839002679.022112,53260329843868.06,17928830.25323171,194034966548.02866,788610181.6444423
O1,-15.3,2.0,500.0,0.002043413509965381,-1.1053475692908034e-07,-1.505688578864473e-13,4.699785302266295e-18,-4.534420965478744e-23,-2.8000216216838434e-28,18.259090776173856,177364.34075969268,1805055084.490044,19190534054393.03,2.122805924233488e+17,2.4322408246714507e+21,440.6905063450978,4478160.113144271,47359995786.26307,519635187181891.2,5.894299087147692e+18,13073.655975082716,137004825.71429706,1485999430948.0403,1.6638342334574598e+16,454968.2358482404,4866648881.833221,53672066446600.97,17994105.51835158,195164357783.83865,791554016.2425258
O1,-15.3,2.0,1000.0,0.002045559317059328,-1.1053958614459497e-07,-1.5004532807406675e-13,4.7068832167922115e-18,-4.531277915786325e-23,-2.8055117079550074e-28,18.278805607199338,177729.06714107207,1810377242.4605567,19262859149002.25,2.132416897189969e+17,2.444968076952828e+21,441.26932078989444,4488335.986239362,47509175998.37158,521691995703767.4,5.922041691146857e+18,13092.398445787749,137331028.51965338,1490827918484.6426,1.6705728591972334e+16,455654.899003094,4878561922.242745,53849683187356.91,18022214.63681767,195651041777.38614,792821691.6116885
O1,-15.3,2.0,5000.0,0.0020469632332373593,-1.105357703031913e-07,-1.4966415120122613e-13,4.711666249591929e-18,-4.528432639695394e-23,-2.8095620799097034e-28,18.292927862601267,177991.27250178554,1814209482.0742052,19314993335030.586,2.1393507310483997e+17,2.4541568722172337e+21,441.6843686238265,4495654.036612594,47616617857.7908,523174878455991.6,5.942059827941937e+18,13105.843597328645,137565655.83153316,1494305827909.6736,1.675431568727453e+16,456147.60000626976,4887131371.015818,53977626409848.41,18042386.800985552,196001151024.5189,793731520.5466741
O1,-15.3,3.0,0.0,0.0029770654818449733,-7.544890704787021e-07,-3.5319631409329914e-12,-3.0388005954317326e-17,-6.279713920291468e-22,1.211725068073175e-28,3.9178707752162714,8979.259831904568,23462511.626409896,69015024374.06496,225788931430200.03,8.124060123548356e+17,56.439623242819636,138419.2931908379,383268969.3216781,1183363596372.6821,4029225608048757.0,1235.5007833317113,3183141.6653676843,9180214963.297592,29305665970833.066,35065.049972470115,93684070.2336244,278377969436.5833,1195936.4333569156,3285429693.9542565,46978851.99682909
O1,-15.3,3.0,0.1,0.0029714179220932096,-7.503235432403032e-07,-3.504746257367758e-12,-3.008807406508498e-17,-6.235789370019397e-22,1.1793954338666356e-28,3.9317738921130574,9041.47306062884,23700948.19486299,69930747534.98439,229460413636436.9,8.279638622111702e+17,56.727503840507595,139589.81398933686,387741289.8101055,1200825249374.3047,4100668771324744.0,1243.0779745161826,3213246.491063392,9296291463.402012,29766039856799.934,35305.869547712944,94635859.80015862,282085558822.77136,1204812.3684484842,3320517922.862146,47347925.71478672
O1,-15.3,3.0,5.0,0.0022402752366832853,-3.308425685148845e-07,-1.0662273355657101e-12,-4.458616117216949e-18,-2.14318574861488e-22,-1.256070419247228e-28,6.6702068101559915,25343.058263072468,107201620.91480283,499779349210.9859,2542421972897486.0,1.397900236294544e+19,119.43522036662321,482678.7408095242,2152029849.9616237,10480891157398.275,5.525289483005016e+16,3000.132491582872,12660352.800589435,58491255648.069626,293228543191594.5,93668.64931788109,407562504.2690134,1930646027411.3772,3428569.7110601277,15256642829.47931,142257386.19918582
O1,-15.3,3.0,10.0,0.0018779123237495031,-1.7789748267381206e-07,-4.4852327709203253e-13,1.4407106859681905e-18,-9.354690638693378e-23,-1.5049453506045783e-28,10.349143632340137,59510.747607060075,372491498.39866745,2518033328706.7075,1.8235821739074268e+16,1.4037664535882072e+20,215.33716880067055,1308023.6369191015,8577656180.076676,60256233142016.3,4.501369505969596e+17,5900.314237935542,37213337.95237249,251671781854.4472,1812468983089094.8,195146.6279639265,1262994275.9134285,8722745350662.607,7445831.268818246,49077752533.759125,318841504.89233035
O1,-15.3,3.0,25.0,0.0018517460028833865,-1.1797665536416066e-07,-2.1705165978380809e-13,3.905983937960854e-18,-5.2637456629586664e-23,-2.1476695569270365e-28,15.413029607817789,128272.31533561333,1132840801.721253,10566370352747.85,1.0351740729555149e+17,1.0591452974305576e+21,357.7920216584073,3123928.774274683,28737718945.608955,277176808809360.28,2.7892138027569884e+18,10401.695416103343,93836886.83708374,886663735925.7323,8737979890336834.0,357380.5879924736,3295629494.5482936,31700290168193.016,14008332.938151617,131137211104.49326,612114532.0261253
O1,-15.3,3.0,50.0,0.0019494065538751724,-1.1156352832738755e-07,-1.7807567284751427e-13,4.365127384282785e-18,-4.76702979521136e-23,-2.518005263475992e-28,17.20311831897591,158300.75675795128,1533255263.1108062,15575192891598.475,1.6517847732638886e+17,1.8198159824137358e+21,409.76321258006936,3948401.9388741236,39773747704.684784,417255138019481.06,4.540277281032357e+18,12073.688394667111,120056304.76730505,1240959919345.7092,1.32908445189862e+16,418369.8645592713,4248443301.3023615,44669333610288.71,16497038.582520925,169930128886.27142,724077493.8945581
O1,-15.3,3.0,75.0,0.0019875946120898424,-1.1087938891830086e-07,-1.6583738761322583e-13,4.50761426336033e-18,-4.6558280834320866e-23,-2.6394392309809822e-28,17.671118532096685,166626.95129640945,1650372027.5077019,17113527399467.615,1.8498574722100653e+17,2.0745160046316196e+21,423.4474152558228,4179238.1629888187,43034456458.944565,460708372187362.8,5.108248230480728e+18,12515.721631586965,127432847.0399568,1346155162426.675,1.4709921621056414e+16,434537.8823776966,4517312508.649291,48531392852054.19,17158092.614345144,180899528340.20444,753862377.8632168
O1,-15.3,3.0,100.0,0.0020050461091747998,-1.1069288562534943e-07,-1.60867007692711e-13,4.5696696949123255e-18,-4.6139986433486835e-23,-2.6908698820190884e-28,17.86682522662105,170166.94719605462,1700923280.3367937,17786799597113.035,1.9376665487510045e+17,2.1887845160996475e+21,429.1808098297991,4277641.22517004,44445798834.44709,479778996227345.7,5.360723199536679e+18,12701.126006993936,130581523.26414506,1391748367205.8564,1.533354268574951e+16,441324.2599598831,4632172620.900765,50206618767732.26,17435710.718519595,185588243207.90515,766375976.8486445
O1,-15.3,3.0,250.0,0.002031606604305299,-1.1055337437393894e-07,-1.5364597511416676e-13,4.65976713244028e-18,-4.5570339350519644e-23,-2.7666133291988726e-28,18.1430141556601,175220.29170268335,1773846661.2771027,18767492441309.16,2.066724373318085e+17,2.3581432439083209e+21,437.2821113802117,4418365.066199462,46485653394.51322,507610716212312.56,5.732498935424775e+18,12963.291284281702,135088402.48297995,1457706537483.9724,1.6244486080488726e+16,450924.9695774576,4796669544.977951,52631457804721.46,17828596.463992022,192305746854.86426,784090037.9477303
O1,-15.3,3.0,500.0,0.0020384718656895778,-1.1053833110994451e-07,-1.5184052171063379e-13,4.683113884391344e-18,-4.5436255658076653e-23,-2.786102891518754e-28,18.21119616685146,176478.32034397978,1792139593.5513551,19015223573823.11,2.099536321178409e+17,2.401460018302276e+21,439.28396749711726,4453444.033460301,46998057186.7195,514650869128180.5,5.82714677838188e+18,13028.107977762264,136212582.90478194,1474285952788.7698,1.6475062692655008e+16,453299.4622557236,4837717495.150921,53241213540344.4,17925792.085921653,193982468236.1686,788473172.4280512
O1,-15.3,3.0,1000.0,0.0020415008260065612,-1.1053609197110908e-07,-1.510621499149094e-13,4.693334789295137e-18,-4.537988302676226e-23,-2.7946280511592645e-28,18.24055890135059,177021.15003809726,1800048905.3636055,19122540611335.414,2.1137759173540237e+17,2.420289918843914e+21,440.14619960184893,4468585.557522219,47219688764.41152,517701821732180.56,5.868237055912473e+18,13056.0285472061,136697909.18209574,1481458406474.2883,1.6575004472144286e+16,454322.3815543944,4855440437.312952,53505030082405.17,17967665.8603545,194706466143.39926,790361596.6357046
O1,-15.3,3.0,5000.0,0.002043729583868639,-1.105369735859685e-07,-1.5050146690010475e-13,4.700806643381735e-18,-4.5340087772564874e-23,-2.800850283280007e-28,18.26173493685943,177412.99372821153,1805763951.3794801,19200159305912.324,2.124084263414655e+17,2.433932909329469e+21,440.76803906158455,4479517.209550149,47379863053.04217,519908890649599.0,5.897988814402167e+18,13076.16532826932,137048325.19954017,1486642439527.1272,1.6647309226513594e+16,455060.145335276,4868237409.304346,53695718973766.87,17997867.221866164,195229251546.7782,791723640.2254398
O1,-15.3,4.0,0.0,0.0033820165275711585,-1.0880396030275773e-06,-5.830214126624105e-12,-5.596615354042248e-17,-9.926832046959852e-22,4.190747484249776e-28,3.1040343566968733,5705.109058280477,12080394.427439047,29057285173.40593,78355922418917.81,2.3403724680323997e+17,40.32076101468474,79428.78050930929,178474136.73953646,451165840426.889,1267610384169805.8,822.7185514565014,1705968.2619300922,3999263732.8436,10467239378631.22,22196.081008149707,47830417.4321551,115733277415.5426,728424.1818618963,1617575495.52485,27757611.21698789
O1,-15.3,4.0,0.1,0.003375255856640379,-1.0816932017291905e-06,-5.7845147435313865e-12,-5.545033946860553e-17,-9.855261783087268e-22,4.124923530970842e-28,3.1156709501542323,5746.798603034217,12209712.367252328,29463062979.728058,79696208263072.81,2.387506507434271e+17,40.5402044320454,80142.56369703394,180682148.14896935,458213524206.5527,1291380813474733.0,828.1652672044388,1723266.7877126418,4053276942.525273,10642457193874.38,22362.124220027014,48355185.43004722,117389862535.08287,734354.1005217639,1636338704.7604039,27998133.833141547
